time_s,temperature_c,pressure_pa
46.9656777381897,24.899999618530273,101.37699890136719
47.48746371269226,24.899999618530273,101.37699890136719
47.847904205322266,24.899999618530273,101.39600372314453
49.647037744522095,24.899999618530273,101.39600372314453
50.16887354850769,24.899999618530273,101.39900207519531
50.585042238235474,24.899999618530273,101.39900207519531
51.0917706489563,24.899999618530273,101.39900207519531
51.48102164268494,24.899999618530273,101.39900207519531
52.005470991134644,24.899999618530273,101.39900207519531
52.499979972839355,24.899999618530273,101.39900207519531
52.92605018615723,24.899999618530273,101.39900207519531
53.44682693481445,24.899999618530273,101.38600158691406
53.8591628074646,24.899999618530273,101.38600158691406
54.345224380493164,24.899999618530273,101.39600372314453
54.758113622665405,24.899999618530273,101.39600372314453
55.37870454788208,24.899999618530273,101.39900207519531
55.68841910362244,24.899999618530273,101.39900207519531
56.18897318840027,24.899999618530273,101.39600372314453
57.2124445438385,24.899999618530273,101.38600158691406
57.61299395561218,24.899999618530273,101.38600158691406
58.039960861206055,24.899999618530273,101.39900207519531
59.01492142677307,24.899999618530273,101.39900207519531
59.52409815788269,24.899999618530273,101.39600372314453
59.94769334793091,24.899999618530273,101.39600372314453
60.43941283226013,25.0,101.39299774169922
60.82645225524902,25.0,101.39299774169922
61.41893005371094,24.899999618530273,101.4020004272461
61.750282526016235,24.899999618530273,101.4020004272461
62.272817850112915,24.899999618530273,101.38999938964844
62.74888229370117,24.899999618530273,101.38999938964844
63.255128622055054,24.899999618530273,101.39299774169922
63.67697811126709,24.899999618530273,101.39299774169922
64.18758249282837,25.0,101.38300323486328
65.5519962310791,24.899999618530273,101.38999938964844
65.91995644569397,24.899999618530273,101.38999938964844
66.44383955001831,25.0,101.39600372314453
67.27664160728455,25.0,101.39299774169922
67.66633939743042,25.0,101.39299774169922
68.08540201187134,25.0,101.39299774169922
68.55567193031311,25.0,101.38300323486328
69.51379108428955,25.0,101.38600158691406
69.84925556182861,25.0,101.38600158691406
70.34057092666626,25.0,101.39299774169922
70.85946583747864,25.0,101.39299774169922
71.23889541625977,25.0,101.38300323486328
71.77125716209412,25.0,101.38300323486328
72.57967758178711,25.0,101.39600372314453
73.08382511138916,25.0,101.39600372314453
73.50977087020874,25.0,101.39299774169922
73.92991709709167,25.0,101.39299774169922
74.31709146499634,25.0,101.38999938964844
74.9347677230835,25.0,101.38999938964844
75.46969628334045,25.0,101.39600372314453
75.91523671150208,25.0,101.39600372314453
76.99588537216187,25.0,101.38700103759766
77.52072930335999,25.0,101.38700103759766
77.89835691452026,25.0,101.38700103759766
78.31492233276367,25.0,101.38700103759766
78.76783323287964,25.0,101.39600372314453
79.2453510761261,25.0,101.39600372314453
79.77484345436096,25.0,101.39600372314453
80.1502583026886,25.0,101.39600372314453
80.6199107170105,25.0,101.38700103759766
81.08198618888855,25.0,101.38700103759766
81.60110306739807,25.0,101.38300323486328
82.1207230091095,25.0,101.38300323486328
82.639564037323,25.0,101.38700103759766
83.02125716209412,25.0,101.38700103759766
83.53811478614807,25.0,101.38700103759766
84.47376585006714,25.0,101.38300323486328
84.86992239952087,25.0,101.39600372314453
85.27029466629028,25.0,101.39600372314453
85.76309466362,25.0,101.38700103759766
86.32602286338806,25.0,101.38700103759766
86.74438881874084,25.0,101.39900207519531
87.2189953327179,25.0,101.39900207519531
87.63480710983276,25.0,101.38300323486328
88.15502882003784,25.0,101.38300323486328
89.18919229507446,25.0,101.39299774169922
89.57104015350342,25.0,101.39299774169922
90.11511325836182,25.0,101.39900207519531
90.50200176239014,25.0,101.39900207519531
90.92405557632446,25.0,101.39600372314453
91.32722043991089,25.0,101.39600372314453
92.31736969947815,25.0,101.38999938964844
92.76463723182678,25.0,101.38700103759766
93.22712397575378,25.0,101.38700103759766
93.7229266166687,25.0,101.38400268554688
94.29602384567261,25.0,101.38400268554688
94.67965841293335,25.0,101.39600372314453
95.25392508506775,25.0,101.39600372314453
95.61596059799194,25.0,101.39600372314453
96.14726758003235,25.0,101.38700103759766
96.46887588500977,25.0,101.38700103759766
97.0459668636322,25.0,101.38999938964844
97.88106751441956,25.0,101.39299774169922
98.31006741523743,25.0,101.39299774169922
98.78743839263916,25.0,101.38999938964844
99.25806856155396,25.0,101.38999938964844
99.72528147697449,25.0,101.38999938964844
100.5970447063446,25.0,101.38400268554688
101.17202162742615,25.0,101.38099670410156
101.57822585105896,25.0,101.38099670410156
102.00359058380127,25.100000381469727,101.38400268554688
102.4573745727539,25.100000381469727,101.38400268554688
102.99611473083496,25.0,101.38700103759766
103.40263175964355,25.0,101.38700103759766
103.91656827926636,25.100000381469727,101.39299774169922
104.43117833137512,25.100000381469727,101.39299774169922
104.9576780796051,25.100000381469727,101.39900207519531
105.44640874862671,25.100000381469727,101.39900207519531
105.9458954334259,25.100000381469727,101.38700103759766
106.48058581352234,25.100000381469727,101.38700103759766
106.97856163978577,25.100000381469727,101.38700103759766
107.50085663795471,25.100000381469727,101.38700103759766
107.9243836402893,25.100000381469727,101.38700103759766
108.42804884910583,25.100000381469727,101.38400268554688
108.84556984901428,25.100000381469727,101.38400268554688
109.28644824028015,25.100000381469727,101.38400268554688
109.76305651664734,25.100000381469727,101.38400268554688
110.25737071037292,25.100000381469727,101.39299774169922
110.63688135147095,25.100000381469727,101.39299774169922
111.1913275718689,25.100000381469727,101.39600372314453
111.59523010253906,25.100000381469727,101.39600372314453
112.05804252624512,25.100000381469727,101.38700103759766
112.54545402526855,25.100000381469727,101.38700103759766
113.16314792633057,25.100000381469727,101.38700103759766
113.99811267852783,25.100000381469727,101.39900207519531
114.51506519317627,25.100000381469727,101.39900207519531
115.51165986061096,25.100000381469727,101.39600372314453
115.80269265174866,25.100000381469727,101.39600372314453
116.31308960914612,25.100000381469727,101.38999938964844
116.73971724510193,25.100000381469727,101.38999938964844
117.65910220146179,25.100000381469727,101.39900207519531
118.57437348365784,25.100000381469727,101.39299774169922
119.0505518913269,25.100000381469727,101.39299774169922
119.48883891105652,25.100000381469727,101.38999938964844
119.88324761390686,25.100000381469727,101.38999938964844
120.44358587265015,25.100000381469727,101.38999938964844
120.84328937530518,25.100000381469727,101.38999938964844
121.76955223083496,25.100000381469727,101.38999938964844
122.23933005332947,25.100000381469727,101.37799835205078
122.75965189933777,25.100000381469727,101.37799835205078
123.03891611099243,25.100000381469727,101.37799835205078
123.59190583229065,25.100000381469727,101.38999938964844
123.9646098613739,25.100000381469727,101.38999938964844
124.43892025947571,25.100000381469727,101.39600372314453
124.89858412742615,25.100000381469727,101.39600372314453
125.51452946662903,25.100000381469727,101.39299774169922
125.83426308631897,25.100000381469727,101.39299774169922
126.28976821899414,25.100000381469727,101.39900207519531
126.86959552764893,25.100000381469727,101.39900207519531
127.26818561553955,25.100000381469727,101.39900207519531
127.67722988128662,25.100000381469727,101.38099670410156
128.2214560508728,25.100000381469727,101.38099670410156
128.68865704536438,25.100000381469727,101.38400268554688
129.10132670402527,25.100000381469727,101.38400268554688
129.51105117797852,25.100000381469727,101.39600372314453
129.98105454444885,25.100000381469727,101.39600372314453
130.5401268005371,25.100000381469727,101.40499877929688
130.96563076972961,25.100000381469727,101.40499877929688
131.47104120254517,25.100000381469727,101.39600372314453
131.96845650672913,25.100000381469727,101.39600372314453
133.24600100517273,25.100000381469727,101.4020004272461
133.83647084236145,25.100000381469727,101.38999938964844
134.11634421348572,25.100000381469727,101.38999938964844
134.62826538085938,25.100000381469727,101.38400268554688
135.0792694091797,25.100000381469727,101.38400268554688
135.54764771461487,25.100000381469727,101.4020004272461
135.9789915084839,25.100000381469727,101.4020004272461
136.47265601158142,25.100000381469727,101.39900207519531
136.88546133041382,25.100000381469727,101.39900207519531
137.29985904693604,25.100000381469727,101.39900207519531
137.78664755821228,25.200000762939453,101.39600372314453
138.20311760902405,25.200000762939453,101.39600372314453
138.73392033576965,25.100000381469727,101.39600372314453
139.0894215106964,25.100000381469727,101.39600372314453
139.5738296508789,25.100000381469727,101.38999938964844
140.01400589942932,25.100000381469727,101.38999938964844
140.46600556373596,25.100000381469727,101.38999938964844
140.94926691055298,25.100000381469727,101.38999938964844
141.3870143890381,25.100000381469727,101.38999938964844
141.94825744628906,25.100000381469727,101.39299774169922
142.2262580394745,25.100000381469727,101.39299774169922
142.7268829345703,25.200000762939453,101.39600372314453
143.12097120285034,25.200000762939453,101.39600372314453
143.49059867858887,25.100000381469727,101.39299774169922
143.97044587135315,25.100000381469727,101.39299774169922
144.87050890922546,25.200000762939453,101.38999938964844
145.27761578559875,25.200000762939453,101.38999938964844
146.21335434913635,25.200000762939453,101.39600372314453
146.8272829055786,25.200000762939453,101.39299774169922
147.21107244491577,25.200000762939453,101.39299774169922
147.77270436286926,25.100000381469727,101.39299774169922
148.6703987121582,25.200000762939453,101.39299774169922
149.17144989967346,25.200000762939453,101.39900207519531
149.51776599884033,25.200000762939453,101.39900207519531
150.50786805152893,25.200000762939453,101.39600372314453
150.9401547908783,25.100000381469727,101.4020004272461
151.4432771205902,25.100000381469727,101.4020004272461
152.82730388641357,25.200000762939453,101.39299774169922
153.27460479736328,25.200000762939453,101.39299774169922
153.89805579185486,25.200000762939453,101.39900207519531
154.27538084983826,25.200000762939453,101.39900207519531
154.71799325942993,25.200000762939453,101.39900207519531
155.21047377586365,25.200000762939453,101.38999938964844
155.62925148010254,25.200000762939453,101.38999938964844
156.1615309715271,25.200000762939453,101.39900207519531
156.56107306480408,25.200000762939453,101.39900207519531
156.98116850852966,25.200000762939453,101.39600372314453
157.46274280548096,25.200000762939453,101.39600372314453
157.98917841911316,25.200000762939453,101.38999938964844
158.3990650177002,25.200000762939453,101.38999938964844
158.91203117370605,25.200000762939453,101.39600372314453
159.41039943695068,25.200000762939453,101.39600372314453
159.93369436264038,25.200000762939453,101.39600372314453
160.46577858924866,25.200000762939453,101.39600372314453
160.91993689537048,25.200000762939453,101.40299987792969
161.4816710948944,25.200000762939453,101.40299987792969
161.7641909122467,25.200000762939453,101.40299987792969
162.29487943649292,25.200000762939453,101.39299774169922
162.69542932510376,25.200000762939453,101.39299774169922
